text,labels
@PoliticaPerJedi @CarloCalenda Calenda sarebbe un cavallo di razza?un insulto agli https://t.co/xLQ3XCadDG mio ultimo cavallo era Rutelli.,anger (W)
"non capisco come certa gente possa far del male ad un angelo come lui... non ha mai fatto male ad una mosca e non merita tutto ciò, quindi proteggiamolo sempre vi prego. #NiallHoranIsLoved https://t.co/zG9lyOftMi",sadness (E)
L’ “asl di Reykjavik” manda a casa la nazionale under 21 italiana con 2 giocatori contagiati e tutto questo alla faccia dei protocolli delle federazioni e dell’ Uefa .... ora dove sono tutti gli juventini che scassavano le ⚽️⚽️⚽️?#JuveNapoli #JuventusNapoli #IslandaItalia,anger (W)
"Siete così squallidi. Continuate in modo morboso a volere capire sulla sessualità di #Massimiliano. Questa è violenza e volgarità. E poi parlate di morale e rispetto. Barbara,ma se fosse tuo figlio di mezzo?Tratterresti il tutto come futile pettegolezzo?#pomeriggio5 #gfvip",anger (W)
@ImmaSchettino78 @canyaman1989 @silviatoffanin Sono stati 30 minuti molto intensi. Can è amore puro❤️❤️❤️ Grazie#VerissimoCanyaman #CanYaman #silviatoffanin,joy (R)
@FabioCasalucci Sarebbe anche ora che radiassero la Juve. Se si radia da sola va benissimo,anger (W)
"#COVID__19  ""Siamo molto preoccupati per le Regioni meridionali - sottolinea il presidente dellʼassociazione dei rianimatori italiani- dove rileviamo una maggiore impreparazione"" ...dopo tutti questi mesi parlano di impreparazione?? Che hanno fatto in tutti questi mesi??",anger (W)
Bellissima puntata di #ilparadisodellesignore 🧸🥰,joy (R)
"Oggi pomeriggio a #Roma è andata in scena la ""Sagra della Testa di Cazzo"":#coronavirus #COVID19 #negazionisti",anger (W)
L’azione di prevenzione su infetti in salute con conseguenti scelte politiche alla cazzo di cane invece di focalizzare l’azione esclusivamente sui pochi malato da gestire è DEMENZIALE!! #COVID__19 #COVID19 #Covid_19 #9ottobre #Gabbia https://t.co/JuIs17bAYy,anger (W)
@canyaman1989 @YamanCanTeam Grazie di essere come sei caro Can ♥️ inoltre non hai sbagliato neanche un congiuntivo 👏👏👏👏👏♥️♥️♥️#VerissimoCanYaman#CanYaman @canyaman1989,joy (R)
A @GrandeFratè ogni due e per tre ci fai vedere sta Adua... ma lo capisci che di tutti questi concerti ormai non ce n’è frega più niente di lei .. visto che ha cannato di brutto !? #GFVIP  saremo più contenti se ci fai vedere altro,anger (W)
"Scusate, ma se c'è la #DittaturaSanitaria , com'è che quei coglioni dei #NoMask domani sono liberi di manifestare?",anger (W)
#DeLuca Purtroppo il suo fascio-piddismo mafioso e le sue incredibili ordinanze alla Maduro non hanno impedito proprio alla sua regione di essere la più contagiata. E allora spara stronzate da cabaret a manetta per distogliere l'attenzione da suoi fallimenti.,anger (W)
Sto maledetto,anger (W)
smettetela di parlare di Jimin se non è per dire che l'esibizione di Filter è stata fantastica che lui è perfetto e che è stato molto dolce solo positive vibes ✨ perché è quello che si meritaaa #WeLoveYouJimin,joy (R)
Quando non sai giustificare la situazione disastrosa che sta vivendo una popolazione nelle ultime ore allora parli di pallone.Ok. #DeLuca,anger (W)
"Comunque lo schifo che stanno facendo su massimiliano a canale 5 ,che vergogna. #pomeriggiocinque #GFVIP",anger (W)
"Stefania:""Non ho neanche la depilation giusta, ragazzi"" QUEEN 🛩️🛩️🛩️🛩️#GFVIP #GFvip5",joy (R)
Occhio alla #vitaindiretetta c'è #briatore che   dà i numeri sui contagi #COVID__19  .cosa da pazzi .in #rai i fenomeni da baraccone che fine@vitaindiretta,anger (W)
Comunque siete riuscite ha rovinare un intervista bellissima..ho scoperto molto lati di Can che non conoscevoripeto c era un velo di malinconia in https://t.co/VeT8JFsy7S voi fissate dovete sempre rompere i coglioni#VerissimoCanYaman#BayYanlış,anger (W)
L'Italia ti vuole taaaanto bene🇮🇹❤🥺 grazie per tutte le emozioni che regali❤✨ @canyaman1989#CanAVerissimo https://t.co/ZXFgujF7pK,joy (R)
"Esempi di ""democratici""  come piovesse.Sono ""commosso "" dalla loro umanita' e tolleranza.#negazionisti #NoMask #marciadellaliberazione",anger (W)
Cinque anni fa si parlava di giocatore finito.E sono 20 slam #Nadal merita solo 👏LEGGENDA non solo del tennis ma dello sport #RolandGarros,joy (R)
"Se non si sono superati loro, perché dovremmo farlo noi? Best couple ever ♥️#CanAVerissimo #CanYaman #demetoezdemir https://t.co/2BEEtdGBNo",joy (R)
@CucchiRiccardo @Lucyluciana94 Si doveva rinviare perche molti altri calciatori del napoli possono risultare positivi e poi paura perche di giocare? La juve si sente invincibile? E non rispetta mai le regole,anger (W)
"Myriam ha stufato! È troppo irriverente nei confronti degli altri, non sa rispettare chi la pensa diversamente da lei e chi per carattere introverso come Enock non si apre con lei. Non sa rispettare certe barriere e tende a psicanalizzare tutti volendo avere sempre ragione #gfvip https://t.co/n4peCv8kqN",anger (W)
"Oggi l'ultima testimonianza pubblica di una grande donna. Grazie, Liliana! #LilianaSegre ""L’indifferenza è più colpevole della violenza stessa. È l’apatia morale di chi si volta dall’ altra parte. """,joy (R)
Il Troll utile!😂,joy (R)
"Quelli che parlano di #DittaturaSanitaria sono gli stessi che, non indossando la mascherina e non rispettando le leggi si ammalano e fanno ammalare gli altri. Più ci si ammala, più si rischia un nuovo lockdown. I primi a lamentarsene saranno proprio loro. Morale: non se ne esce",anger (W)
"Con tutto il rispetto (non è vero), ma definirvi ""incapaci di intendere"" è poco. Con attività motoria s'intende qualsiasi movimento che prevede qualsiasi attività fisica diversa da quella di riposo. Siete fuori di testa, per non dir peggio @Viminale https://t.co/xbfuyZnKsZ",anger (W)
"Quindi al #Bar #ristorante o a #scuola rischi il Covid-19, ma in #metro no?#coronavirus #COVID19 #COVID__19 #milan #milano #italy #underground #lockdown #coronavirusitaly #press #photo #opinione #rischio #mask #corona https://t.co/lownmu6e1n",anger (W)
Brindiamo insieme alla tennista Lisa Pigato e alla sua famiglia che in coppia con Eleonora Alvisi ha vinto torneo doppio femminile juniores del Trofeo #RolandGarros. Lisa è stata una studentessa del #liceodellescienzeumane @FAESmilano Città Studihttps://t.co/ciGamkEArg,joy (R)
"Ma veramente pensate di fermare il #coronavirus con la #mascherina mentre i mezzi pubblici viaggiano strapieni, i bar pieni di giovani, e le aule piene di studenti?Stamattina 2 vigili in auto entrambi con la mascherina abbassata che davano il buon esempio.Rassegnatevi #COVID19 https://t.co/YX3wIrPKu1",anger (W)
"13 #RG20 è pazzesco comunque, pazzesco #Nadal",joy (R)
Prima semifinale a Parigi! 👊 @StefTsitsipas sconfigge Rublev con il punteggio di 7-5 6-2 6-3!#tennis #RG20 #RolandGarros https://t.co/8U5lIL59Zn,joy (R)
La dittatura sanitaria garantisce la salute anche di chi oggi stava in piazza a Roma. #reminder #negazionisti,anger (W)
@enzomarangio @RoJuventina #deluca è un pecorone,anger (W)
#blackandwhitephotography Sto guardando le foto con questo hashtag e SIETE BELLISSIMI 👏🏻👏🏻👏🏻😍,joy (R)
Can l'italiano ce l'ha nel sangue...Lo adoro!!!#VerissimoCanYaman,joy (R)
Già sei un troiaio quindi oltre a fare schifo ti meriti i peggiori risultati sportivi💩💩💩💩 e te li auguro tutti💩💩💩💩💩💩💩💩💩💩💩💩💩 bamboccio orrendo 💩💩💩💩💩💩 #calciomercato #Fiorentina,anger (W)
"@aidalaverdadera Perché si sente un fallito che a 27 anni non ha ancora comprato casa, perché rosica in quanto non è stato coinvolto nello scherzo a Maria Teresa e perché dopo un servizio fotografico ha guadagnato 15000€",anger (W)
Grazie e complimenti 👏👏🍫🍫#VerissimoCanyaman,joy (R)
#ilparadisodellesignore Sono due settimane che guardo le puntate su rai play perché in diretta non posso e mi dispiace perdermi i commenti alle puntate di questa settimana dedicata ai Niccardo. Sto vedendo delle immagini stupende😍,joy (R)
"@TgLa7 @Viminale Per poco ancora si può ""correre"" ma non fare ""attività motoria (camminare) senza #mascherina. Si sono resi conto che avrebbero perso facilmente un sacco di ricorsi ed hanno provveduto 😷#magliari oltrechè carogne",anger (W)
Pure il cigno  .... nooooo   😂😂😂,joy (R)
Perché fa male...male da morire...🥺💔,sadness (E)
Scusate ditemi quello che volete ma Michele Morrone è oggettivamente uno degli uomini più belli che abbia mai visto #Verissimo,joy (R)
#Nadal Monumentale lezione di tennis al numero 1 al mondo #RolandGarros #nadaldjokovic #RG20 🇷🇸 Djokovic  0 2 5🇪🇸 Nadal       6 6 7 https://t.co/1rumiuIMRH,joy (R)
"SEI IL MIO UNICO CREDO. BARBARA, SOLO TU PUOI SALVARCI ✈️#GFVIP https://t.co/BTmawrgvib",joy (R)
"Ferruccio Sansa, il consigliere regionale ligure malato a casa: ""Altro che Immuni, altro che tracciamento: fantascienza"" https://t.co/Ika1asyRgN via @repubblicaIn bocca al lupo ma adesso vi renderete conto di chi sono i veri i #negazionisti e anche criminali!",anger (W)
La contessa mi ammazza proprio 😂😂 #gfvip,joy (R)
Facciamo leggere questa esperienza a chi non vuole la mascherina ed il distanziamento: altro che #DittaturaSanitaria ricordiamoci sempre che il #rispetto per gli altri è #civiltà.,sadness (E)
"Soffro? Si, molto. Federer dovrebbe stare COME MINIMO a 22 se non 23, ma tranquillamente proprio. Purtroppo ha buttato via troppe chance, la tenuta mentale non perdona.",sadness (E)
"Ve lo dico in amicizia. Ridete pure quando #DeLuca fa le battute o fa il tifoso di calcio, basta che poi siate consapevoli che dietro c'è il nulla. Come dietro il lanciafiamme, i cinghialoni, i fratacchioni c'era solo un profluvio di parole. E infatti stiamo nella merda",anger (W)
Questa pandemia ci sta portando alla guerra sociale. Basta una semplice richiesta di indossare la #mascherina che nel peggiore dei casi ti picchiano e nel migliore ti insultano. Non la vedo rosea come situazione...#Covid_19 #coronavirus #Dpcm,sadness (E)
"Oggi al bar tutti senza mascherina, pure le cameriere l'avevano abbassata. È una causa persa.#COVID__19 #COVID19 #coronavirus",sadness (E)
SEI UN COVIDIOTA MASCHERATO? .. ALLORA DOVRESTI ASCOLTARLO...https://t.co/mDmdO61i0j#DittaturaSanitaria #Covid_19 #COVID19  #COVID19italia #Covidioti #Covid #coronavirus #Immuni #lockdown #mascherina    #mascherine,anger (W)
Sti #Ballottaggi a Salvini e company ie so andati per traverso,anger (W)
@ashrfmo47841799 Oggi l'Italia è di #CanYaman 🇮🇹❤#VerissimoCanYaman #CanAVerissimo #DayDreamer https://t.co/9uk2RT184E,joy (R)
"Se dovesse arrivare una seconda ondata, spero si porti via tutti i #negazionisti!Così saremo certi che non ce ne sarà una terza!E forse ne usciamo prima del dovuto.#COVID__19 #mascherine #NoMask #Montesano #lockdown #statodiemergenza #Immuni #ASINTOMATICI #Contagi #coronavirus https://t.co/k1tVaF69j2",anger (W)
Siamo già tornati a people vs runners.Pensavo che un tale basso momento non l’avremmo mai più avuto.Mi sbagliavo.#lockdown #Dpcm #covid,anger (W)
In questo tipo di prove mancano troppo quelli della seconda edizione. #gfvip,sadness (E)
"The Greek God 😍🇬🇷 Era sotto di due set nel primo turno del #RG20 contro Munar, ha vinto al quinto e da allora non ha perso più un set. Tsitsipas raggiunge la sua seconda semi Slam in carriera, per fare meglio dovrà battere Djokovic o Carreno Busta. #RolandGarros #RG20 https://t.co/QNl4XR0SEp",joy (R)
Ma che problemi hanno con @lauraboldrini sti mentecatti?,anger (W)
Una fontana che vi guiderà attraverso una degustazione davvero unica e indimenticabile! 💚🍻🌿 #VisitŽalec #sponsorizzato #viaggi #Slovenia #5ottobre https://t.co/0OAmR8Rcb1,joy (R)
⁦@taffoofficial⁩ sempre sul pezzo! 🤣 Alla manifestazione dei #NoMask a #Roma distribuiscono volantini delle onoranze funebri #COVID__19 #INFO    #negazionisti  https://t.co/OGkhbGTtzD,joy (R)
#NiallHoranIsLoved nello sei letteralmente una delle persone piú buone che io conoscati amo infinitamente,joy (R)
Legnano. Nella città simbolo della Lega vince il centro sinistra.Avete idea “su per dove” i leghisti devono infilarsi la spada di Alberto da Giussano ?Antonio Sacco@lundquivst#6ottobre #ilvocio#Legnano #Lega #centrosinistra #vittoria,anger (W)
"Nel caso avessi avuto dei dubbi, dopo questo bel #dpcm , non solo non metteró piede in Italia per un bel po, ma sono sempre piu contento di vivere in un altro paese.E mi dispiace sempre piu dirlo, mi sarebbe piaciuto essere felice per tutti gli amici che ho in italia. Ma niente",sadness (E)
LA CONTESSA DE BLANCK CHE UTILIZZA PAROLE OMOFOBE È L’ENNESIMA CHE CREDE DI ESSERE AL DI SOPRA DI TUTTO E POI NON È DEGNA NEMMENO DI UN REALITY DA TUTTI RITENUTO STUPIDO COME IL #GFVIP 🤷🏼‍♀️,anger (W)
"Non vi fate angosciare dai 5.000 casi di presunta positività al #COVID__19, si tratta principalmente di asintomatici.RICOVERI : 126Siate razionali, non dovete farvi prendere dal panico, siamo 60.000.000 porca miseria.Non pensate al #COVID__19 o cadrete in depressione ed ansia",anger (W)
"non è giusto che questi ignoranti del cazzo possono (e devono) ma non vogliono, e chi vuole e deve, non può.",anger (W)
non rompete le palle e mettetevi ste cazzo di mascherine grazie #NoMask,anger (W)
Ma la bellezza❤...spero questo canto cara Carla ti raggiunga ovunque... #CarlaNespolo,joy (R)
"Mi segno il tuo nome per una futura delazione ai pm, tieniti pronto che arriva la Digos",anger (W)
#DeLuca é ormai in preda al delirio. Un simpatico umorista legittimato da un plebiscito bulgaro. Sarei però curioso di vederlo come segretario nazionale del PD.,anger (W)
#DeLuca...invece de...bla bla bla pensi a iniziare a chiudere e a dare l esempio....fatti non chiacchiere,anger (W)
"L’obbligo di utilizzare la #mascherina sarebbe #DittaturaSanitaria?Avete problemi seri. Sicuro. Semmai, per me e tanti altri che la utilizziamo regolarmente per proteggere il prossimo, non indossarla e istigare a non utilizzarla è terrorismo sanitario.#Covid_19",anger (W)
"La seconda carica dello stato che fa propaganda per una parte politica, che non è certamente il governo. Tutto normale? #Casellati",anger (W)
RAFA IO TI AMO#RG20 #RolandGarros #Nadal,joy (R)
LA CONTESSAHAHAHAHHAHAHAHAHAHAHAHAHHAHAHAH #gfvip https://t.co/s6bGwrUfYa,joy (R)
I negazionisti sono degli imbecilli che sputano sulla propria vita e si quella degli altri.,anger (W)
Franceska sarebbe stata pazzesca in questa foto #gfvip,joy (R)
Qualche volta il codacons fa qualcosa di giusto,joy (R)
"Sono proprio amico quelli della stanza arancione, si sìEnock per pararsi il culo butta merda su ZellettaAdua su Matilde e MelloOppini su Mello e viceversaTutti su ZorziEcc ecc #GFVip",anger (W)
@LuminitaPoenaru @canyaman1989 @verissimotv Buona serata Luminita 🌸GRAZIE SILVIA TOFFANIN #VerissimoCanYaman,joy (R)
Nadal che abbraccia la coppa come se fosse il suo peluche preferito 🥺🧸❤ #RolandGarros,joy (R)
Mado che bona Myriam Catania!#GFVIP,joy (R)
Raga ma il fisico di Matilde a 51 anni? Wow #GFVIP,joy (R)
LAZZARO MI FAI VOLAREEE #GFVIP,joy (R)
"Bellissimo fare ricerca tesi: tantissimi articoli interessanti, super carica, piena d’idee.                                 Io quando comincio a scrivere: #9ottobre https://t.co/JOc0f2X4UD",joy (R)
"Che dire, l'unico set point in un torneo perfetto lo ha avuto un ragazzino diciannovenne di nome Jannik Sinner.Caro ragazzo, hai un appuntamento con il destino, non ci deludere.#RolandGarros #Sinner #janniksinner",joy (R)
"Sentire Briatore parlare di #COVID__19 come se fosse un esperto 🤦🏼‍♂️ nessuno si augura che la situazione peggiori, ma se tra un mese saremo con le pezze al culo ste merde negazioniste le voglio TUTTE a fare servizio civile per essere consapevoli dei danni fatti",anger (W)
"Ho paura.Mi chiamano dall’ospedale: suo marito deve venire da solo.Ma noi siamo una coppia.Una molecola unica.No signora, veniamo tutti e due.#COVID__19",fear (Q)
"@luca_carioli Tre fenomeni,tutti nella stessa epoca,a scrivere la storia del tennis.Credo che in quest'ultimo(e nello sport in generale),difficilmente ci sarà mai un caso simile.#RolandGarros",joy (R)
La tenerezza di Rocco che ha paura per l'esame 😍...e Irene che lo rincuora 😲#ilparadisodellesignore #PDSDaily,joy (R)
"#GFVIP Enock mi piaceva, poi mi è sceso da quando si rivolse a Myriam con tutta quella aggressività https://t.co/8HWRYWfMzx",sadness (E)
"vorrei tanto parlare della mia storia ma non me la sento ancora, forse perché non ne sono del tutto uscita, forse quei pensieri li ho ancora e alcuni giorni sono più persistenti. questa giornata è per tutti noi, che abbiate sempre la forza di risalire. #WorldMentalHealthDay",joy (R)
